SEXO,IDADE,FX_ID,ESCOLARIDADE,P1A,P1B,P1C,P2_1,P2_2,P2_3,P3_1,P3_2,P3_3,P3_4,P3_5,P3_6,P4,RACA,RELIGIAO,REND1,REND2,REGIAO,COND,PORTE,ID_Ipec,DATA_ENTREVISTA,TIPO_COLETA
MAS,24.0,18 A 24,8ª série (ou 9º ano),Não,Não,Não,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Defender a igualdade entre homens e mulheres,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 20.001 A 50.000,189563565.0,2023-09-02,Face a face
MAS,64.0,55 A 64,2ª série (ou 3º ano),Sim,Sim,Sim,Melhorar a qualidade da saúde,,,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Branca,Outras Evangélicas específicas,ATÉ 1,MAIS DE 1 A 2,SUL,PERIFERIA,DE 100.001 A 500.000,189555602.0,2023-09-02,Face a face
FEM,62.0,55 A 64,1ª série,Não,Não,Não,Reduzir a violência,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,,Nenhuma vontade,Parda,Outras Evangélicas específicas,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,SUDESTE,INTERIOR,DE 100.001 A 500.000,189550063.0,2023-09-02,Face a face
MAS,26.0,25 A 34,Superior incompleto,Não,Não,Não,Reduzir as desigualdades sociais,Reduzir a violência,Melhorar a qualidade da saúde,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Parda,Evangélica - Não sabe especificar,ATÉ 1,MAIS DE 1 A 2,NORTE,CAPITAL,DE 100.001 A 500.000,189594016.0,2023-09-03,Face a face
FEM,35.0,35 A 44,8ª série (ou 9º ano),Não,Não,Não,Melhorar a qualidade da saúde,Reduzir a violência,Melhorar a qualidade da educação,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,SUDESTE,INTERIOR,MAIS DE 500.000,189572442.0,2023-09-02,Face a face
FEM,32.0,25 A 34,3ª série,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Incentivar a geração de empregos,Reduzir as desigualdades sociais,Melhorar a qualidade da saúde,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",,,,,,Nenhuma vontade,Branca,Evangélica - Não sabe especificar,NÃO RESPONDEU,NÃO RESPONDEU,SUDESTE,CAPITAL,MAIS DE 500.000,189577115.0,2023-09-02,Face a face
FEM,54.0,45 A 54,3ª série,Não,Não,Não,Melhorar a qualidade da educação,Reduzir a violência,Melhorar a qualidade da saúde,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)","Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,Muita vontade,Branca,"Afro-Brasileiras (Umbanda, Candomblé, etc)",MAIS DE 5 A 10,MAIS DE 5 A 10,SUDESTE,PERIFERIA,MAIS DE 500.000,189596409.0,2023-09-03,Face a face
FEM,69.0,65 E MAIS,2ª série,Não,Não,Não,Reduzir as desigualdades sociais,Preservar os valores ligados à família,Ampliar o uso de energias renováveis,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Nenhuma vontade,Parda,Evangelho Quadrangular,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,SUDESTE,INTERIOR,DE 50.001 A 100.000,189627196.0,2023-09-04,Face a face
FEM,32.0,25 A 34,3ª série,Não,Não,Sim,Melhorar a qualidade da saúde,Preservar os valores ligados à família,Melhorar a qualidade da educação,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)","Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,Alguma vontade,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,SUL,INTERIOR,DE 20.001 A 50.000,189692472.0,2023-09-05,Face a face
FEM,28.0,25 A 34,3ª série,Não,Não,Não,Preservar os valores ligados à família,,,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 100.001 A 500.000,189607610.0,2023-09-03,Face a face
MAS,75.0,65 E MAIS,8ª série (ou 9º ano),Não,Não,Não,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Reduzir a violência,Melhorar a qualidade da saúde,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Preta,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 50.001 A 100.000,189533396.0,2023-09-01,Face a face
FEM,18.0,18 A 24,Superior incompleto,Não,Não,Não,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Reduzir as desigualdades sociais,Combater as mudanças climáticas/desmatamento,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,NÃO RESPONDEU,SUDESTE,INTERIOR,DE 100.001 A 500.000,189609481.0,2023-09-03,Face a face
MAS,36.0,35 A 44,8ª série (ou 9º ano),Sim,Sim,Sim,Incentivar a geração de empregos,Melhorar a qualidade da saúde,Reduzir a violência,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",,,,Alguma vontade,Parda,Batista/ Metodista/ Presbiteriana,MAIS DE 1 A 2,MAIS DE 1 A 2,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,189590797.0,2023-09-03,Face a face
FEM,32.0,25 A 34,Superior completo,Não,Não,Não,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 50.001 A 100.000,189599138.0,2023-09-03,Face a face
MAS,34.0,25 A 34,Superior incompleto,Não,Não,Não,Incentivar a geração de empregos,Combater as mudanças climáticas/desmatamento,Defender a igualdade entre homens e mulheres,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,NORTE,INTERIOR,DE 5.001 A 10.000,189606894.0,2023-09-03,Face a face
MAS,40.0,35 A 44,5ª série (ou 6º ano),Não,Não,Não,Melhorar a qualidade da educação,,,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 5.001 A 10.000,189605045.0,2023-09-03,Face a face
MAS,19.0,18 A 24,2ª série,Não,Não,Não,Melhorar a qualidade da saúde,Reduzir a violência,Melhorar a qualidade da educação,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,Nenhuma vontade,Branca,Outras Evangélicas específicas,NÃO TEM RENDIMENTO PESSOAL,NÃO RESPONDEU,SUDESTE,INTERIOR,MAIS DE 500.000,189603460.0,2023-09-03,Face a face
FEM,35.0,35 A 44,3ª série,Não,Não,Não,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Melhorar a qualidade da saúde,Melhorar a qualidade da educação,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",,,,,,Nenhuma vontade,Parda,Batista/ Metodista/ Presbiteriana,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,SUDESTE,PERIFERIA,DE 100.001 A 500.000,189597574.0,2023-09-03,Face a face
MAS,38.0,35 A 44,3ª série,Não,Não,Não,Melhorar a qualidade da educação,Reduzir a violência,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Nenhuma vontade,Branca,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,CAPITAL,MAIS DE 500.000,189576702.0,2023-09-02,Face a face
FEM,70.0,65 E MAIS,5ª série (ou 6º ano),Não,Sim,Não,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Reduzir a violência,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Parda,Espírita/ Kardecista,ATÉ 1,ATÉ 1,NORTE,PERIFERIA,DE 100.001 A 500.000,189531041.0,2023-09-01,Face a face
MAS,58.0,55 A 64,Superior incompleto,Sim,Sim,Sim,Preservar os valores ligados à família,Reduzir a violência,Incentivar a geração de empregos,Não sabe/ Não respondeu,,,,,,Muita vontade,Preta,Espírita/ Kardecista,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 100.001 A 500.000,189521549.0,2023-09-01,Face a face
MAS,27.0,25 A 34,3ª série,Não,Não,Não,Incentivar a geração de empregos,Melhorar a qualidade da saúde,Combater as mudanças climáticas/desmatamento,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,Nenhuma vontade,Parda,Adventista,ATÉ 1,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 20.001 A 50.000,189509539.0,2023-09-01,Face a face
MAS,54.0,45 A 54,Superior completo,Sim,Sim,Sim,Incentivar a geração de empregos,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Não sabe/ Não respondeu,,,,,,Alguma vontade,Branca,"Ateu, não tem religião",MAIS DE 10 A 20,MAIS DE 10 A 20,SUDESTE,CAPITAL,MAIS DE 500.000,189568158.0,2023-09-02,Face a face
FEM,49.0,45 A 54,3ª série (ou 4º ano),Não,Não,Não,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,Reduzir a violência,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,,Alguma vontade,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,189593768.0,2023-09-03,Face a face
FEM,30.0,25 A 34,8ª série (ou 9º ano),Sim,Não,Não votou em 2022 (Esp.),Reduzir a violência,Incentivar a geração de empregos,Reduzir as desigualdades sociais,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 2 A 5,CENTRO OESTE,CAPITAL,MAIS DE 500.000,189664348.0,2023-09-04,Face a face
FEM,28.0,25 A 34,1ª série,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Defender a igualdade entre homens e mulheres,Reduzir a violência,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,Nenhuma vontade,Parda,Batista/ Metodista/ Presbiteriana,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 50.001 A 100.000,189567240.0,2023-09-02,Face a face
MAS,31.0,25 A 34,3ª série,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Preservar os valores ligados à família,Reduzir a violência,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Nenhuma vontade,Preta,Não respondeu,MAIS DE 1 A 2,MAIS DE 2 A 5,NORDESTE,INTERIOR,DE 50.001 A 100.000,189552563.0,2023-09-02,Face a face
FEM,29.0,25 A 34,Superior incompleto,Sim,Sim,Sim,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Reduzir a violência,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,,Nenhuma vontade,Preta,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUL,INTERIOR,DE 100.001 A 500.000,189511329.0,2023-09-01,Face a face
MAS,23.0,18 A 24,3ª série,Não,Não,Não,Melhorar a qualidade da saúde,Reduzir as desigualdades sociais,Incentivar a geração de empregos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,,Nenhuma vontade,Parda,"Afro-Brasileiras (Umbanda, Candomblé, etc)",ATÉ 1,ATÉ 1,NORDESTE,CAPITAL,MAIS DE 500.000,189604587.0,2023-09-02,Face a face
FEM,41.0,35 A 44,3ª série,Sim,Sim,Sim,Incentivar a geração de empregos,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,Nenhuma vontade,Branca,Evangélica - Não sabe especificar,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 50.001 A 100.000,189555342.0,2023-09-02,Face a face
FEM,52.0,45 A 54,5ª série (ou 6º ano),Não,Não,Não,Reduzir a violência,Melhorar a qualidade da saúde,Reduzir as desigualdades sociais,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)","Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,Alguma vontade,Branca,Católica Apostólica Romana,ATÉ 1,ATÉ 1,CENTRO OESTE,INTERIOR,DE 20.001 A 50.000,189577044.0,2023-09-02,Face a face
FEM,45.0,45 A 54,Analfabeto,Não,Não,Não,Reduzir as desigualdades sociais,Melhorar a qualidade da educação,Combater as mudanças climáticas/desmatamento,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,,Nenhuma vontade,Parda,Assembléia de Deus,ATÉ 1,MAIS DE 1 A 2,NORTE,CAPITAL,DE 100.001 A 500.000,189605639.0,2023-09-03,Face a face
FEM,18.0,18 A 24,1ª série,Não,Não,Não,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Reduzir a violência,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,189567269.0,2023-09-02,Face a face
FEM,20.0,18 A 24,3ª série,Sim,Sim,Sim,Melhorar a qualidade da educação,Reduzir as desigualdades sociais,Melhorar a qualidade da saúde,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Alguma vontade,Parda,Outras Evangélicas específicas,ATÉ 1,MAIS DE 1 A 2,NORTE,INTERIOR,DE 20.001 A 50.000,189527651.0,2023-09-01,Face a face
MAS,34.0,25 A 34,3ª série,Não,Não,Não,Preservar os valores ligados à família,Incentivar a geração de empregos,Reduzir a violência,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros",,,,Muita vontade,Parda,Assembléia de Deus,ATÉ 1,ATÉ 1,NORDESTE,CAPITAL,MAIS DE 500.000,189507568.0,2023-09-01,Face a face
FEM,45.0,45 A 54,3ª série,Não,Não,Não,Combater as mudanças climáticas/desmatamento,Preservar os valores ligados à família,Melhorar a qualidade da educação,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,INTERIOR,ATÉ 5.000,189635055.0,2023-09-04,Face a face
FEM,59.0,55 A 64,2ª série (ou 3º ano),Não,Não,Não,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Reduzir a violência,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,,Nenhuma vontade,Parda,Assembléia de Deus,ATÉ 1,MAIS DE 2 A 5,NORDESTE,INTERIOR,DE 10.001 A 20.000,189525788.0,2023-09-01,Face a face
FEM,31.0,25 A 34,Superior completo,Não,Não,Não,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Preservar os valores ligados à família,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,Nenhuma vontade,Parda,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 2 A 5,MAIS DE 2 A 5,CENTRO OESTE,INTERIOR,DE 20.001 A 50.000,189593232.0,2023-09-03,Face a face
